"gender","age","race","state","agency_responsible","congressional_district_113","latitude","longitude","congressperson_party","pop_total_census_tract","pop_white_census_tract","pop_black_census_tract","pop_asian_census_tract","pop_pacific_islander_census_tract","pop_native_american_census_tract"
"Male",41,"White","AL","Ashville Police Department","AL3",33.837478,-86.251489,"Republican",2512,"87%","10%","0%","0%","3%"
"Male",44,"White","SD","Rapid City Police Department","SD0",44.079799,-103.217077,"Republican",2111,"56%","5%","0%","0%","35%"
"Male",23,"Hispanic","TX","Wilson County Sheriff's Department","TX28",29.207627,-98.218319,"Democrat",1302,"92%","1%","0%","0%","0%"
"Male",18,"Black","VA","Roanoke County Police Department","VA6",37.231454,-80.00902,"Republican",1121,"82%","18%","0%","0%","0%"
"Male",56,"Black","AL","Montgomery Police Department","AL7",32.348202,-86.333103,"Democrat",219,"0%","100%","0%","0%","0%"
"Male",38,"Black","KS","Harvey County Sheriff's Office","KS4",38.133748,-97.422884,"Republican",2100,"98%","0%","0%","0%","2%"
"Male",37,"White","CO","Evans Police Department","CO4",40.378849,-104.693148,"Republican",2238,"61%","12%","22%","2%","0%"
"Male",21,"Black","WI","Walworth County Sheriff's Office","WI1",42.796346,-88.384526,"Republican",1153,"99%","0%","0%","0%","0%"
"Male",16,"White","MO","Blue Springs Police Department","MO6",39.001335,-94.287998,"Republican",1667,"77%","12%","6%","0%","1%"
"Male",58,"White","CO","Park County Sheriff's Office","CO2",39.44614,-105.475044,"Democrat",3528,"87%","0%","0%","0%","0%"
"Male",39,"Hispanic","TX","Houston Police Department","TX29",29.711667,-95.317932,"Democrat",1110,"99%","1%","0%","0%","0%"
"Male",36,"Hispanic","CA","Manteca Police Department","CA9",37.800472,-121.143425,"Democrat",1686,"95%","0%","1%","0%","0%"
"Male",48,"Black","LA","East Baton Rouge Sheriff's Office","LA2",30.436219,-91.178346,"Democrat",476,"0%","100%","0%","0%","0%"
"Male",26,"White","AZ","Phoenix Police Department","AZ8",33.591816,-112.162251,"Republican",2755,"76%","2%","20%","0%","0%"
"Male",22,"White","OH","Fairborn Police Department","OH10",39.836651,-84.010334,"Republican",760,"93%","3%","5%","0%","0%"
"Male",38,"White","TX","Mission Police Department","TX28",26.239617,-98.321246,"Democrat",3963,"89%","0%","0%","0%","0%"
"Male",45,"White","CA","Bakersfield Police Department","CA23",35.37229,-119.007683,"Republican",1516,"38%","49%","6%","0%","2%"
"Female",38,"Native American","AK","Alaska State Troopers","AK0",61.584835,-149.760008,"Republican",1977,"89%","2%","0%","0%","4%"
"Male",46,"Black","WA","Seattle Police Department","WA7",47.690443,-122.305718,"Democrat",1477,"72%","2%","22%","0%","0%"
"Male",45,"White","MS","Mississippi Highway Patrol","MS1",34.74753,-88.13656,"Republican",1869,"100%","0%","0%","0%","0%"
"Male",30,"Hispanic","CA","Anaheim Police Department","CA46",33.808211,-117.952631,"Democrat",969,"37%","0%","46%","0%","3%"
"Male",41,"Black","WA","Pierce County Sheriff's Office","WA10",47.117095,-122.559675,"Democrat",6355,"59%","23%","7%","2%","1%"
"Male",23,"Hispanic","NM","U.S. Marshals Service","NM1",35.079543,-106.719762,"Democrat",1401,"80%","20%","0%","0%","0%"
"Male",31,"White","TN","Elizabethton Police Department","TN1",36.230947,-82.277842,"Republican",2780,"100%","0%","0%","0%","0%"
"Male",25,"White","GA","Commerce Police Department","GA9",34.199034,-83.449505,"Republican",1377,"85%","3%","0%","0%","0%"
"Male",32,"Hispanic","TX","""Reno, TX Police Department""","TX12",32.943919,-97.577654,"Republican",3348,"97%","0%","0%","0%","0%"
"Male",35,"Hispanic","CA","Santa Ana Police Department","CA46",33.747889,-117.85421,"Democrat",1607,"31%","0%","69%","0%","0%"
"Male",30,"Hispanic","CA","Santa Ana Police Department","CA46",33.747889,-117.85421,"Democrat",1607,"31%","0%","69%","0%","0%"
"Male",37,"Black","OH","Cincinnati Police Department","OH1",39.155493,-84.604525,"Republican",761,"96%","1%","0%","0%","0%"
"Male",48,"White","MO","Republic Police Department","MO7",37.11674,-93.468413,"Republican",2623,"96%","2%","0%","0%","0%"
"Male",51,"White","CT","Fairfield Police Department","CT4",41.179264,-73.264073,"Democrat",1563,"96%","0%","1%","0%","0%"
"Male",30,"White","AR","Mena Police Department","AR4",34.579993,-94.249079,"Republican",526,"99%","1%","0%","0%","0%"
"Male",52,"Hispanic","NM","""Lea County Sheriff's Office, Jal Police Department""","NM2",32.162581,-103.42745,"Republican",717,"100%","0%","0%","0%","0%"
"Male",39,"White","CA","Orange County Sheriff's Department","CA39",33.872503,-117.739457,"Republican",2673,"61%","4%","31%","1%","0%"
"Male",38,"Hispanic","TX","Donna Police Department","TX34",26.169593,-98.056662,"Democrat",2073,"0%","0%","0%","0%","0%"
"Male",50,"White","FL","Manatee County Sheriff's Office","FL16",27.45756,-82.498337,"Republican",1903,"98%","1%","1%","0%","0%"
"Male",26,"White","CA","Los Angeles Police Department","CA29",34.19576,-118.457278,"Democrat",2781,"78%","11%","10%","0%","0%"
"Male",24,"Black","TX","Texas Department of Public Safety","TX1",32.240081,-94.45877,"Republican",722,"61%","37%","0%","0%","0%"
"Male",19,"Black","VA","Buckingham County Sheriff's Department","VA5",37.675552,-78.414039,"Republican",824,"44%","56%","0%","0%","0%"
"Male",29,"Black","IA","Urbandale Police Department","IA3",41.648746,-93.69902,"Democrat",2068,"80%","7%","9%","0%","0%"
"Male",22,"Black","LA","Baton Rouge Police Department","LA2",30.468018,-91.135834,"Democrat",965,"0%","100%","0%","0%","0%"
"Male",24,"Black","GA","Riverdale Police Department","GA13",33.575045,-84.417562,"Democrat",1906,"2%","96%","0%","0%","0%"
"Female",32,"Black","NY","Syracuse Police Department","NY24",43.069014,-76.143518,"Republican",803,"66%","15%","15%","0%","0%"
"Male",53,"White","TX","U.S. Marshals Service","TX12",32.722024,-97.445537,"Republican",1409,"46%","54%","0%","0%","0%"
"Male",32,"Black","GA","Fulton County Sheriff's Office","GA13",33.632862,-84.467015,"Democrat",1480,"9%","90%","1%","0%","1%"
"Male",30,"Black","OH","Columbus Division of Police","OH3",40.005262,-82.912659,"Democrat",1558,"11%","89%","0%","0%","0%"
"Male",45,"White","CA","Los Angeles County Sheriff's Department","CA25",34.681888,-118.079868,"Republican",2757,"52%","33%","12%","0%","0%"
"Male",35,"White","NC","Maiden Police Department","NC10",35.56044,-81.19182,"Republican",2009,"98%","0%","2%","0%","0%"
"Male",41,"White","KY","U.S. Marshals Service","KY3",38.191889,-85.858158,"Democrat",740,"75%","20%","0%","0%","0%"
"Male",36,"Native American","AK","North Slope Borough Police Department","AK0",71.301765,-156.735046,"Republican",3002,"11%","0%","11%","3%","61%"
"Male",67,"White","MD","Harford County Sheriff's Office","MD2",39.469019,-76.309532,"Democrat",1900,"77%","20%","3%","0%","0%"
"Male",10,"White","NY","Colonie Police Department","NY20",42.771693,-73.786783,"Democrat",1879,"89%","2%","9%","0%","0%"
"Female",44,"White","NY","Colonie Police Department","NY20",42.771693,-73.786783,"Democrat",1879,"89%","2%","9%","0%","0%"
"Male",29,"Pacific Islander","HI","Hawaii Police Department","HI2",19.700586,-155.06752,"Democrat",2343,"8%","1%","29%","32%","0%"
"Male",22,"Hispanic","CA","Anaheim Police Department","CA46",33.842755,-117.934197,"Democrat",2072,"51%","3%","36%","0%","0%"
"Male",17,"Black","TX","Austin Police Department","TX17",30.396733,-97.668244,"Republican",3052,"43%","36%","20%","0%","0%"
"Male",33,"Black","PA","Chester Police Department","PA5",39.835908,-75.401833,"Democrat",753,"27%","68%","2%","0%","0%"
"Male",36,"White","AR","Lonoke County Sheriff's Office","AR1",34.949824,-91.934273,"Republican",2069,"96%","0%","1%","3%","1%"
"Male",23,"Black","OH","Columbus Division of Police","OH3",39.945423,-83.055989,"Democrat",1557,"64%","27%","9%","0%","0%"
"Male",27,"Hispanic","NJ","""Ocean County Sheriff's Office, Manchester Township Police, Toms River Police""","NJ4",39.993433,-74.27395,"Republican",3938,"85%","10%","0%","0%","0%"
"Male",16,"Hispanic","CA","Los Angeles Police Department","CA34",34.031709,-118.201342,"Democrat",2500,"0%","66%","16%","0%","5%"
"Female",23,"White","LA","Addis Police Department","LA2",30.358446,-91.255009,"Democrat",2507,"47%","51%","0%","0%","0%"
"Male",30,"White","FL","Escambia County Sheriff's Office","FL1",30.539012,-87.049787,"Republican",2139,"93%","0%","4%","0%","1%"
"Male",55,"White","OR","Seaside Police Department","OR1",45.993315,-123.926577,"Democrat",656,"100%","0%","0%","0%","0%"
"Male",36,"Black","TX","San Antonio Police Department","TX20",29.532016,-98.494593,"Democrat",1732,"53%","48%","0%","0%","0%"
"Male",54,"White","OH","Lake County Sheriff's Office","OH14",41.728586,-81.178744,"Republican",1306,"99%","0%","0%","0%","0%"
"Male",31,"Hispanic","FL","Marion County Sheriff's Office","FL11",29.153481,-82.053507,"Republican",3948,"90%","7%","3%","0%","0%"
"Male",30,"White","CA","Sacramento Police Department","CA7",38.595324,-121.293238,"Democrat",1939,"82%","2%","8%","0%","0%"
"Male",34,"Native American","PA","Carbondale Police Department","PA8",41.580187,-75.495943,"Democrat",1295,"100%","0%","0%","0%","0%"
"Male",36,"Black","DC","DC Metropolitan Police Department","DC98",38.893672,-76.925249,"Democrat",2315,"0%","100%","0%","0%","0%"
"Male",37,"Black","PA","Port Authority Police","PA18",40.436969,-79.890727,"Democrat",1487,"96%","3%","2%","0%","0%"
"Male",25,"White","TX","Saginaw Police Department","TX12",32.874613,-97.390889,"Republican",2296,"54%","26%","9%","0%","0%"
"Male",29,"Black","IL","Chicago Police Department","IL1",41.761127,-87.666505,"Democrat",737,"0%","100%","0%","0%","0%"
"Male",64,"Hispanic","GA","Walker County Sheriff's Office","GA14",34.984262,-85.269306,"Republican",905,"100%","0%","0%","0%","0%"
"Male",38,"Hispanic","CO","Larimer County Sheriff's Office","CO2",40.592178,-105.032146,"Democrat",3038,"95%","1%","3%","0%","0%"
"Male",33,"Black","MA","Lynn Police Department","MA6",42.476201,-70.949616,"Democrat",1244,"45%","21%","34%","0%","0%"
"Female",41,"White","AL","Lee County Sheriff's Office","AL3",32.538053,-85.04834,"Republican",2157,"86%","9%","0%","0%","0%"
"Male",29,"Black","TX","Irving Police Department","TX33",32.836907,-96.910618,"Democrat",1000,"86%","2%","12%","0%","0%"
"Female",32,"Native American","WA","Tacoma Police Department","WA6",47.229787,-122.45407,"Democrat",680,"68%","15%","5%","0%","8%"
"Male",33,"White","NE","Omaha Police Department","NE2",41.225966,-96.016714,"Republican",744,"88%","0%","0%","0%","8%"
"Male",19,"Black","OR","Clackamas County Sheriff's Office","OR5",45.409188,-122.625483,"Democrat",1983,"98%","0%","1%","0%","0%"
"Male",52,"White","AR","Mountain Pine Police Department","AR4",34.666454,-93.118799,"Republican",1517,"100%","0%","0%","0%","0%"
"Male",27,"White","SC","Dillon County Sheriff's Office","SC7",34.352376,-79.567793,"Republican",1647,"56%","44%","0%","0%","0%"
"Male",31,"Hispanic","NM","Santa Fe Police Department","NM3",35.655236,-105.993387,"Democrat",1542,"92%","8%","0%","0%","0%"
"Male",32,"Black","TN","Memphis Police Department","TN9",35.108672,-90.035934,"Democrat",753,"0%","100%","0%","0%","0%"
"Male",30,"White","TX","Johnson County Sheriff's Office","TX25",32.488657,-97.175084,"Republican",1447,"87%","5%","1%","3%","0%"
"Male",40,"Asian","TN","Loudon County Sheriff's Office","TN2",35.817346,-84.228806,"Republican",1385,"91%","0%","0%","0%","0%"
"Female",31,"Black","MI","Dearborn Police Department","MI12",42.321886,-83.197736,"Democrat",2131,"91%","0%","8%","0%","2%"
"Female",57,"Hispanic","TX","Brownsville Police Department","TX34",25.892515,-97.442928,"Democrat",1500,"100%","0%","0%","0%","0%"
"Male",55,"White","OR","U.S. Federal Bureau of Investigation","OR2",43.585881,-119.061253,"Republican",1292,"89%","0%","0%","0%","0%"
"Male",38,"Hispanic","NV","Reno Police Department","NV2",39.482691,-119.748662,"Republican",703,"94%","0%","4%","0%","2%"
"Male",47,"White","CA","San Bernardino County Sheriff's Department","CA8",34.410533,-117.328775,"Republican",2338,"78%","2%","17%","0%","0%"
"Male",43,"White","AL","Chilton County Sheriff's Office","AL6",32.851665,-86.652409,"Republican",1329,"88%","10%","0%","0%","0%"
"Male",26,"White","GA","Richmond County Sheriff's Office","GA12",33.293539,-81.92334,"Republican",1811,"86%","9%","0%","0%","0%"
"Male",39,"Black","OK","Oklahoma Highway Patrol","OK2",35.293173,-95.59332,"Republican",971,"65%","0%","0%","0%","28%"
"Male",37,"White","TX","Kerrville Police Department","TX21",30.241283,-99.243094,"Republican",1406,"98%","0%","0%","0%","0%"
"Male",28,"White","GA","Lowndes County Sheriff's Office","GA8",30.753159,-83.272628,"Republican",1895,"90%","7%","0%","0%","2%"
"Male",55,"White","NC","Iredell County Sheriff's Office","NC10",35.80328,-80.892545,"Republican",1255,"46%","50%","0%","0%","2%"
"Male",36,"White","TX","Mesquite Police Department","TX30",32.697896,-96.689689,"Democrat",1434,"28%","70%","0%","0%","0%"
"Male",26,"Hispanic","CA","Stockton Police Department","CA9",37.94371,-121.23969,"Democrat",2913,"13%","29%","56%","0%","0%"
"Male",27,"White","OR","Medford Police Department","OR2",42.360033,-122.8595,"Republican",3049,"91%","0%","1%","2%","0%"
"Male",28,"White","FL","Orlando Police Department","FL9",28.469284,-81.299984,"Democrat",6915,"57%","30%","10%","0%","0%"
"Male",29,"White","CA","Union City Police Department","CA15",37.592521,-122.07916,"Democrat",1963,"14%","4%","71%","6%","0%"
"Male",24,"Hispanic","CA","Los Angeles Police Department","CA29",34.230228,-118.460006,"Democrat",4168,"23%","32%","42%","0%","0%"
"Male",38,"White","AL","Rainbow City Police Department","AL4",33.950076,-86.036594,"Republican",2638,"97%","3%","0%","0%","0%"
"Male",52,"Black","MO","St. Louis Metropolitan Police Department","MO1",38.593333,-90.24409,"Democrat",940,"24%","62%","12%","0%","0%"
"Male",31,"White","UT","Unified Police Department","UT3",40.674462,-111.828561,"Republican",1343,"95%","2%","1%","0%","0%"
"Male",26,"White","AZ","Mesa Police Department","AZ5",33.385558,-111.692108,"Republican",504,"91%","3%","3%","0%","0%"
"Male",34,"Hispanic","CA","Los Angeles Police Department","CA28",34.103525,-118.358591,"Democrat",3277,"76%","11%","6%","0%","0%"
"Male",44,"White","OR","Beaverton Police Department","OR1",45.446254,-122.825838,"Democrat",1889,"96%","0%","2%","0%","0%"
"Female",25,"White","CA","El Cajon Police Department","CA53",32.792882,-116.978407,"Democrat",1538,"86%","2%","7%","0%","0%"
"Male",24,"Black","MI","U.S. Federal Bureau of Investigation","MI14",42.484386,-83.277033,"Democrat",1473,"1%","79%","10%","0%","0%"
"Male",26,"White","WV","West Virginia State Police","WV2",38.913006,-79.853157,"Republican",982,"95%","0%","0%","0%","0%"
"Male",40,"White","IL","Illinois State Police","IL12",37.832645,-89.143107,"Republican",959,"93%","1%","0%","0%","0%"
"Male",60,"White","WA","Cle Elum Police Department","WA8",47.196689,-120.9543,"Democrat",1911,"96%","0%","0%","0%","0%"
"Male",29,"White","TN","Sevier County Sheriff's Office","TN1",35.837886,-83.564196,"Republican",3022,"93%","2%","0%","0%","3%"
"Male",58,"White","VA","Norfolk Police Department","VA3",36.856522,-76.188238,"Democrat",1532,"60%","31%","4%","0%","1%"
"Female",12,"White","PA","Pennsylvania State Constable","PA12",40.398431,-77.033856,"Republican",1188,"100%","0%","0%","0%","0%"
"Female",45,"White","MD","Maryland State Police","MD1",39.717526,-75.958668,"Republican",1875,"99%","0%","0%","0%","0%"
"Male",37,"White","WA","Cowlitz County Sheriff's Office","WA3",46.159376,-122.66917,"Republican",604,"100%","0%","0%","0%","0%"
"Male",26,"White","WI","Town of Geneva Police Department","WI1",42.60935,-88.487735,"Republican",1373,"99%","0%","0%","0%","0%"
"Male",50,"White","GA","Bartow County Sheriff's Office","GA11",34.132003,-84.677621,"Republican",719,"96%","0%","0%","0%","0%"
"Male",38,"White","IL","Zion Police Department","IL10",42.458733,-87.836122,"Democrat",630,"38%","59%","3%","0%","0%"
"Male",32,"Hispanic","NM","New Mexico State Police","NM2",33.659685,-105.890768,"Republican",493,"97%","0%","0%","0%","3%"
"Male",52,"White","CA","Redding Police Department","CA1",40.613791,-122.369728,"Republican",936,"96%","0%","3%","0%","0%"
"Male",54,"White","PA","Upper Darby Police Department","PA5",39.92412,-75.304551,"Democrat",1650,"38%","27%","31%","0%","0%"
"Male",29,"White","WA","Thurston County Sheriff's Office","WA10",46.952868,-122.889478,"Democrat",1696,"86%","10%","0%","0%","0%"
"Male",39,"White","TN","U.S. Marshals Service","TN1",36.302631,-82.377112,"Republican",2273,"68%","17%","7%","0%","0%"
"Male",33,"Black","NC","Charlotte-Mecklenburg Police Department","NC12",35.240754,-80.916361,"Democrat",3454,"5%","78%","0%","0%","0%"
"Male",28,"Hispanic","CA","Ceres Police Department","CA10",37.584063,-120.947484,"Democrat",1283,"72%","2%","15%","0%","0%"
"Male",27,"Black","LA","Beauregard Parish Sheriff's Office","LA4",30.493634,-93.201982,"Republican",1919,"99%","0%","0%","0%","1%"
"Male",22,"Black","OK","Oklahoma City Police Department","OK5",35.514263,-97.581627,"Republican",939,"58%","17%","8%","0%","3%"
"Male",30,"Black","NC","Charlotte-Mecklenburg Police Department","NC12",35.218939,-80.884319,"Democrat",665,"11%","74%","0%","0%","0%"
"Male",37,"White","MT","Livingston Police Department","MT0",45.655922,-110.572956,"Republican",810,"100%","0%","0%","0%","0%"
"Male",37,"White","SD","U.S. Marshals Service","SD0",43.545854,-96.709547,"Republican",898,"85%","9%","1%","0%","0%"
"Male",30,"White","CA","San Diego Police Department","CA53",32.753964,-117.159592,"Democrat",1961,"77%","1%","18%","0%","0%"
"Male",23,"Black","NV","Las Vegas Metropolitan Police Department","NV1",36.132431,-115.272162,"Democrat",5190,"45%","14%","37%","0%","0%"
"Male",33,"Asian","CA","Los Angeles Police Department","CA27",34.072641,-118.056173,"Democrat",721,"11%","0%","89%","0%","0%"
"Male",44,"White","FL","Jacksonville Sheriff's Office","FL4",30.541828,-81.730005,"Republican",4522,"60%","32%","1%","0%","1%"
"Male",28,"White","VA","Suffolk Police Department","VA4",36.7269,-76.596358,"Democrat",625,"24%","65%","11%","0%","0%"
"Male",52,"White","LA","St. Mary Parish Sheriff's Office","LA3",29.843576,-91.613955,"Republican",929,"33%","66%","0%","0%","0%"
"Male",34,"White","AZ","Tempe Police Department","AZ9",33.380635,-111.921552,"Democrat",1100,"72%","10%","13%","2%","0%"
"Male",19,"Black","IL","Chicago Police Department","IL7",41.892569,-87.743614,"Democrat",1182,"4%","96%","0%","0%","0%"
"Male",41,"White","AZ","Phoenix Police Department","AZ6",33.597166,-112.143403,"Republican",2084,"72%","4%","23%","0%","1%"
"Female",55,"Black","IL","Chicago Police Department","IL7",41.892569,-87.743614,"Democrat",1182,"4%","96%","0%","0%","0%"
"Male",38,"Hispanic","ID","Owyhee County Sheriff's Office","ID1",43.61952,-116.939515,"Republican",1719,"96%","0%","0%","0%","3%"
"Male",31,"White","CA","Palo Alto Police Department","CA18",37.448583,-122.1549,"Democrat",593,"82%","0%","16%","0%","0%"
"Male",23,"Hispanic","CA","Porterville Police Department","CA23",36.069178,-119.005686,"Republican",1267,"100%","0%","0%","0%","0%"
"Male",36,"White","LA","Franklin Parish Sheriff's Office","LA5",32.059976,-91.669054,"Republican",960,"82%","18%","0%","0%","0%"
"Male",18,"Black","NC","Charlotte-Mecklenburg Police Department","NC12",35.352872,-80.851446,"Democrat",2469,"31%","61%","7%","0%","0%"
"Male",24,"Black","MI","Lansing Police Department","MI8",42.673166,-84.578288,"Democrat",1473,"59%","37%","0%","0%","0%"
"Male",35,"Black","MI","Dearborn Police Department","MI13",42.351403,-83.194162,"Democrat",1241,"0%","98%","0%","0%","0%"
"Male",19,"Hispanic","NM","Albuquerque Police Department","NM1",35.078346,-106.558741,"Democrat",1759,"40%","33%","6%","0%","21%"
"Male",29,"White","FL","Hernando County Sheriff's Office","FL11",28.463113,-82.379694,"Republican",1764,"92%","1%","3%","0%","0%"
"Male",61,"White","KY","Ludlow Police Department","KY4",39.094663,-84.545316,"Republican",277,"93%","7%","0%","0%","0%"
"Male",56,"White","VT","Vermont State Police","VT0",44.483236,-73.214136,"Democrat",1252,"78%","6%","9%","0%","0%"
"Male",39,"White","FL","Volusia County Sheriff's Office","FL6",28.887316,-81.187826,"Republican",3271,"86%","13%","1%","0%","0%"
"Male",34,"Hispanic","CA","Hemet Police Department","CA36",33.723792,-116.971354,"Democrat",3095,"71%","14%","10%","4%","0%"
"Male",48,"Black","GA","Douglas County Sheriff's Office","GA13",33.755455,-84.70749,"Democrat",2776,"47%","47%","0%","0%","1%"
"Male",32,"Black","LA","St. Martin Parish Sheriff's Office","LA3",30.24238,-91.859018,"Republican",3347,"87%","7%","0%","0%","0%"
"Male",21,"White","PA","Pennsylvania State Police","PA8",41.569279,-75.38123,"Democrat",3919,"59%","36%","1%","0%","2%"
"Male",47,"Hispanic","TX","Laredo Police Department","TX28",27.530728,-99.479435,"Democrat",1141,"0%","0%","0%","0%","0%"
"Male",35,"White","NH","Massachusetts State Police Department","NH1",42.886155,-70.870354,"Democrat",1842,"93%","1%","1%","0%","0%"
"Male",31,"Hispanic","TX","Amarillo Police Department","TX13",35.207731,-101.855029,"Republican",697,"95%","4%","0%","0%","0%"
"Male",35,"Black","DE","Delaware State Police","DE0",38.92212,-75.452114,"Democrat",3129,"80%","14%","0%","2%","0%"
"Male",30,"Black","CA","Los Angeles County Sheriff's Department","CA25",34.556218,-118.045424,"Republican",2904,"41%","48%","6%","0%","0%"
"Male",26,"Hispanic","CA","Los Angeles Police Department","CA43",33.831358,-118.292397,"Democrat",3454,"17%","11%","66%","0%","0%"
"Male",24,"Black","VA","Virginia State Police","VA5",37.392736,-79.018924,"Republican",3033,"89%","11%","1%","0%","0%"
"Female",22,"White","OH","""Northwood Police Department, Oregon Police Division""","OH5",41.618162,-83.461805,"Republican",589,"100%","0%","0%","0%","0%"
"Male",32,"White","TN","Knox County Sheriff's Office","TN2",35.968822,-83.940623,"Republican",1342,"58%","35%","0%","0%","0%"
"Male",32,"White","MD","Baltimore Police Department","MD3",39.199708,-76.646437,"Democrat",1570,"92%","0%","2%","6%","0%"
"Male",58,"Hispanic","NM","Taos County Sheriff's Office","NM3",36.381136,-105.577654,"Democrat",2061,"90%","0%","0%","0%","5%"
"Male",24,"White","CA","Modesto Police Department","CA10",37.638556,-120.998516,"Democrat",1158,"75%","13%","1%","2%","2%"
"Male",25,"White","OH","Kent Police Department","OH13",41.162865,-81.339674,"Democrat",1750,"80%","8%","10%","0%","0%"
"Male",23,"White","CA","Ventura County Sheriff's Office","CA26",34.219129,-119.050737,"Democrat",1738,"88%","4%","3%","0%","2%"
"Female",48,"White","NV","Las Vegas Metropolitan Police Department","NV4",36.243581,-115.057498,"Democrat",1519,"34%","52%","8%","1%","0%"
"Male",45,"Hispanic","NV","Las Vegas Metropolitan Police Department","NV4",36.229658,-115.091772,"Democrat",3997,"26%","48%","14%","0%","0%"
"Male",52,"White","MD","Baltimore County Police Department","MD2",39.303914,-76.372216,"Democrat",971,"96%","0%","2%","0%","0%"
"Male",39,"Asian","CA","Long Beach Police Department","CA47",33.802852,-118.188946,"Democrat",2244,"16%","37%","42%","0%","0%"
"Male",19,"Hispanic","CA","Gilroy Police Department","CA19",36.994712,-121.57338,"Democrat",3413,"77%","4%","16%","0%","0%"
"Male",30,"Pacific Islander","WA","Thurston County Sheriff's Office","WA10",47.00166,-122.763251,"Democrat",3449,"79%","3%","3%","7%","1%"
"Female",51,"White","TX","Arlington Police Department","TX6",32.727676,-97.101,"Republican",824,"26%","58%","16%","0%","0%"
"Male",36,"White","OK","Healdton Police Department","OK4",34.220667,-97.478594,"Republican",978,"89%","0%","0%","0%","5%"
"Male",24,"Black","TN","Chattanooga Police Department","TN3",34.989153,-85.307785,"Republican",1250,"2%","95%","0%","0%","0%"
"Male",20,"White","PA","Stroud Area Regional Police","PA7",40.98991,-75.18291,"Democrat",1983,"74%","26%","0%","0%","0%"
"Male",49,"Hispanic","CA","San Bernardino Police Department","CA31",34.108647,-117.322231,"Democrat",539,"100%","0%","0%","0%","0%"
"Male",25,"Black","IN","Indianapolis Metropolitan Police Department","IN7",39.827371,-86.028082,"Democrat",1792,"33%","62%","1%","0%","0%"
"Male",36,"White","AZ","Pima County Sheriff's Department","AZ2",32.308497,-110.875054,"Democrat",827,"86%","0%","9%","0%","0%"
"Male",54,"White","CA","Marina Police Department","CA20",36.672548,-121.792444,"Democrat",1308,"62%","1%","14%","3%","0%"
"Male",55,"Black","SC","Greenville County Sheriff's Office","SC4",34.915828,-82.284397,"Republican",3071,"74%","22%","1%","0%","1%"
"Male",34,"White","IN","Indianapolis Metropolitan Police Department","IN7",39.741447,-86.197714,"Democrat",816,"82%","7%","0%","0%","0%"
"Male",51,"White","OK","Sportsmen Acres Police Department","OK2",36.247779,-95.25239,"Republican",1948,"69%","0%","1%","1%","17%"
"Male",32,"Black","FL","Tallahassee Police Department","FL2",30.43849,-84.264394,"Republican",851,"69%","22%","6%","0%","0%"
"Male",40,"White","VA","Amherst County Sheriff's Office","VA6",37.698872,-79.022663,"Republican",1516,"83%","12%","0%","0%","2%"
"Male",36,"Black","NY","New York Police Department","NY16",40.911457,-73.884956,"Democrat",1722,"45%","16%","28%","0%","0%"
"Male",30,"Black","NY","New York Police Department","NY5",40.66587,-73.77054,"Democrat",1650,"8%","81%","10%","0%","0%"
"Male",24,"White","TX","Irving Police Department","TX33",32.807938,-96.954701,"Democrat",1139,"16%","26%","58%","0%","0%"
"Male",51,"White","FL","Miami Beach Police Department","FL27",25.778715,-80.141002,"Republican",1074,"77%","6%","13%","0%","0%"
"Male",38,"Hispanic","CA","Indio Police Department","CA36",33.698446,-116.253989,"Democrat",2962,"88%","4%","6%","0%","1%"
"Male",60,"White","WI","Neenah Police Department","WI6",44.187293,-88.465852,"Republican",988,"93%","2%","0%","0%","5%"
"Female",61,"White","MO","St. Louis County Police Department","MO1",38.810948,-90.239125,"Democrat",3002,"16%","81%","0%","0%","0%"
"Male",21,"Black","PA","Pittsburgh Bureau of Police","PA18",40.43147,-80.006942,"Democrat",1431,"78%","15%","2%","0%","1%"
"Male",40,"White","OH","Pike County Sheriff's Office","OH2",39.126195,-82.974815,"Republican",982,"93%","0%","0%","0%","0%"
"Male",66,"White","NE","Deuel County Sheriff's Office","NE3",41.063347,-102.078712,"Republican",790,"94%","0%","1%","0%","3%"
"Female",27,"Asian","CA","Unknown","CA31",34.077703,-117.249108,"Democrat",1763,"22%","6%","45%","0%","0%"
"Male",32,"Hispanic","TX","Texas Department of Public Safety","TX23",29.206146,-98.585367,"Republican",2306,"92%","8%","0%","0%","0%"
"Male",28,"Asian","CA","Unknown","CA31",34.077703,-117.249108,"Democrat",1763,"22%","6%","45%","0%","0%"
"Male",36,"Hispanic","NM","Deming Police Department","NM2",32.257709,-107.734499,"Republican",1528,"64%","16%","20%","0%","0%"
"Male",23,"White","ME","Bangor Police Department","ME2",44.788693,-68.817634,"Democrat",2256,"93%","0%","0%","0%","1%"
"Male",18,"Black","GA","Atlanta Police Department ","GA5",33.762415,-84.389016,"Democrat",1948,"37%","53%","6%","0%","0%"
"Male",31,"Hispanic","TX","Jal Police Department","TX23",31.858624,-103.089735,"Republican",590,"77%","0%","0%","0%","23%"
"Male",29,"White","NE","Lincoln Police Department","NE1",40.842217,-96.622857,"Republican",2042,"97%","2%","0%","0%","0%"
"Male",23,"Hispanic","CA","Bakersfield Police Department","CA23",35.375574,-119.021523,"Republican",451,"77%","8%","3%","0%","0%"
